,"Plant Influent
[Plant Influent Total Flow]",Vista Gauge Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
12/8/19,31.24,4.130000114,4375.029785,4.099999905,4375,560,248,908,0.09,0,0
12/9/19,28.96,4.130000114,4375.029785,4.099999905,4375,396,91.5,581,0,0,0
12/10/19,27.60,4.130000114,4375.029785,4.099999905,4375,332,67.8,477,0,0,0
12/11/19,26.92,4.130000114,4375.029785,4.099999905,4375,307,59.6,425,0,0,0
12/12/19,25.53,4.130000114,4375.029785,4.099999905,4375,321,59.2,435,0,0,0
12/13/19,27.21,4.130000114,4375.029785,4.099999905,4375,414,59.3,550,0,0,0
12/14/19,25.76,4.130000114,4375.029785,4.099999905,4375,406,56.7,536,0.01,0,0
12/15/19,28.70,4.130000114,4375.029785,4.099999905,4375,361,54.1,503,0.05,0.8,1.2
12/16/19,27.92,4.130000114,4375.029785,4.099999905,4375,291,50.1,411,0,0,0
12/17/19,26.88,4.130000114,4375.029785,4.099999905,4375,292,45.8,395,0,0,0
12/18/19,27.32,4.130000114,4375.029785,4.099999905,4375,288,46.4,393,0,0,0
12/19/19,26.92,4.130000114,4375.029785,4.099999905,4375,290,47.5,393,0,0,0
12/20/19,25.76,4.130000114,4375.029785,4.099999905,4375,283,48.7,387,0,0,0
12/21/19,27.30,4.130000114,4375.029785,4.099999905,4375,280,48.8,387,0,0,0
12/22/19,25.83,4.130000114,4375.029785,4.099999905,4375,284,49.8,385,0,0,0
12/23/19,27.10,4.087743104,4374.987595,4.054340226,4374.954296,286,54.7,395,0.04,0,0
12/24/19,27.07,4.002118101,4374.902006,4,4374.899902,277,52.6,382,0,0,0
12/25/19,25.46,3.93307298,4374.833023,4,4374.899902,258,50,354,0,0,0
12/26/19,,3.964322951,4374.864325,3.958333333,4374.858236,271,50.6,367,0,0,0
12/27/19,26.36,3.970400028,4374.870372,4.00428571,4374.904192,267,48.5,364,0,0,0
12/28/19,26.82,,,,,280,49.2,377,0,0,0
12/29/19,27.39,,,,,285,50.9,391,0.02,0,0
12/30/19,26.73,,,,,286,55.2,397,0,0,0
12/31/19,29.07,3.976609611,4374.876635,4,4374.899902,274,52.3,377,0,0,0
1/1/20,26.34,3.963211841,4374.863193,4,4374.899902,271,49.6,367,0,0,0
1/2/20,26.19,3.981857666,4374.881822,4,4374.899902,279,48.8,374,0,0,0
1/3/20,26.85,3.969583362,4374.869573,4,4374.899902,273,49.2,370,0,0,0
1/4/20,26.07,3.980746585,4374.880664,4,4374.899902,279,47.3,374,0,0,0
1/5/20,27.29,3.970121556,4374.870125,4,4374.899902,278,42.6,370,0,0,0
1/6/20,27.22,3.943541706,4374.843529,4,4374.899902,270,41.4,359,0,0,0
1/7/20,25.92,3.926561474,4374.826506,3.978245635,4374.878127,269,42.4,352,0,0,0
1/8/20,26.16,3.959652816,4374.859646,4,4374.899902,274,45,363,0,0,0
1/9/20,25.26,3.976440995,4374.876477,4,4374.899902,279,45,369,0,0,0
1/10/20,26.23,3.922482636,4374.822422,3.959027817,4374.85889,257,42.1,347,0,0,0
1/11/20,25.44,3.86236106,4374.762264,3.900000095,4374.799805,239,41.5,322,0,0,0
1/12/20,26.86,3.850017279,4374.749904,3.900000095,4374.799805,233,39.2,317,0,0,0
1/13/20,26.87,3.835555474,4374.735441,3.900000095,4374.799805,226,39.5,312,0,0,0
1/14/20,25.62,3.813020773,4374.712858,3.907291742,4374.807117,224,38.4,304,0,0,0
1/15/20,25.81,3.822065903,4374.721933,3.922048685,4374.821875,227,37.2,307,0,0,0
1/16/20,25.45,3.886458339,4374.786372,3.989409719,4374.889315,249,37.9,332,0.1,0.4,0
1/17/20,25.88,3.901562564,4374.801496,4.00729166,4374.907201,249,43.1,338,0,0,0
1/18/20,25.82,3.897447972,4374.797381,3.925000012,4374.82489,249,41.3,335,0,0,0
1/19/20,27.22,3.883541677,4374.783485,3.900000095,4374.799805,242,40.6,330,0,0,0
1/20/20,27.19,3.858541603,4374.758446,3.900000095,4374.799805,232,40.3,320,0,0,0
1/21/20,26.50,3.836927,4374.736776,3.93368054,4374.833518,227,40.3,312,0,0,0
1/22/20,25.80,3.832187422,4374.732053,4,4374.899902,228,38.8,310,0,0,0
1/23/20,25.52,3.845277687,4374.745092,4.061805497,4374.961768,232,38.5,314,0,0,0
1/24/20,25.53,3.848680474,4374.74861,4.165624842,4375.065689,232,38.4,316,0.02,0,0
1/25/20,25.88,3.857291602,4374.757187,4.137499869,4375.037537,235,38.8,319,0,0,0
1/26/20,26.34,3.846301995,4374.746195,3.974652802,4374.87453,231,38.4,315,0.01,0,0
1/27/20,26.72,3.971354211,4374.87131,3.962673647,4374.86254,275,37.5,365,0,0,0
1/28/20,26.03,3.900052164,4374.79996,3.900000095,4374.799805,246,37.2,336,0,0,0
1/29/20,26.01,3.864270773,4374.764229,3.96076392,4374.860635,230,37.3,320,0,0,0
1/30/20,25.08,3.826822851,4374.726667,4.027430529,4374.92736,221,37.5,307,0,0,0
1/31/20,25.94,3.83505202,4374.734942,4,4374.899902,226,34,310,0,0,0
2/1/20,25.17,3.837760333,4374.737666,4,4374.899902,227,34.1,310,0,0,0
2/2/20,27.08,3.844374912,4374.744247,3.93750006,4374.837341,226,35,313,0,0.3,0
2/3/20,26.89,3.839808942,4374.739655,3.878125063,4374.777908,224,34.8,311,0,0,0
2/4/20,26.65,3.772135396,4374.672052,3.812847247,4374.712677,210,31.5,287,0,0,0
2/5/20,26.58,3.837690936,4374.73759,3.799999952,4374.699707,233,31.7,311,0,0,0
2/6/20,26.52,3.849826341,4374.749767,3.839409731,4374.739155,236,34.2,314,0,0,0
2/7/20,25.95,3.829062425,4374.728948,3.900000095,4374.799805,227,37.2,307,0,0,0
2/8/20,25.65,3.822447848,4374.722323,3.900000095,4374.799805,225,36,304,0,0,0
2/9/20,27.22,3.827447843,4374.72737,3.836805561,4374.736549,226,34.1,306,0,0,0
2/10/20,27.19,3.816212362,4374.716073,3.799999952,4374.699707,227,31.7,302,0,0,0
2/11/20,26.38,3.828906175,4374.728724,3.842881958,4374.742631,234,32.2,307,0,0,0
2/12/20,25.94,3.824340207,4374.724223,3.897222314,4374.797024,230,31.8,306,0,0,0
2/13/20,25.72,3.816510353,4374.716356,3.837326395,4374.73707,230,33.3,305,0,0,0
2/14/20,25.74,3.810538137,4374.710308,3.799999952,4374.699707,224,34.9,303,0,0,0
2/15/20,25.36,3.813749939,4374.71354,3.799999952,4374.699707,226,35.7,303,0,0,0
2/16/20,26.84,3.82390618,4374.723722,3.799999952,4374.699707,225,35.8,306,0,0,0
2/17/20,26.50,3.81249994,4374.712344,3.799999952,4374.699707,222,35.7,302,0,0,0
2/18/20,27.19,3.800902729,4374.700727,3.799999952,4374.699707,217,35.7,297,0,0,0
2/19/20,26.41,3.803333282,4374.703209,3.843055569,4374.742805,222,35.2,297,0,0,0
2/20/20,25.33,3.798263843,4374.698082,3.835069447,4374.734811,221,34.7,295,0,0,0
2/21/20,25.84,3.78631941,4374.686112,3.799999952,4374.699707,213,35.4,290,0,0,0
2/22/20,26.21,3.787933992,4374.68779,3.799999952,4374.699707,212,35.6,290,0,0,0
2/23/20,25.97,3.788437463,4374.688237,3.799999952,4374.699707,214,35.3,290,0,0,0
2/24/20,26.98,3.801718701,4374.701555,3.864756989,4374.764527,217,33.6,294,0,0,0
2/25/20,25.22,3.779045111,4374.678864,3.900000095,4374.799805,214,34.4,286,0,0,0
2/26/20,25.56,3.779843722,4374.679677,3.941145889,4374.840991,215,35.2,285,0,0,0
2/27/20,25.03,3.785260383,4374.685063,3.935243117,4374.835082,216,34.6,287,0,0,0
2/28/20,25.68,3.813194384,4374.71304,3.941493111,4374.841338,220,36.1,295,0,0,0
2/29/20,25.47,3.796961761,4374.696763,3.995833337,4374.895732,211,35,290,0.04,0.5,0
3/1/20,26.44,3.856788203,4374.756668,3.963888923,4374.863756,227,42.4,312,0.15,2.1,2
3/2/20,27.28,3.855156221,4374.755007,3.934895895,4374.834735,220,43.8,310,0,0,0
3/3/20,26.09,3.840954784,4374.740846,3.921354222,4374.8212,221,40,304,0,0,0
3/4/20,25.38,3.849479081,4374.749381,3.931076455,4374.830911,224,38.3,306,0,0,0
3/5/20,24.85,3.842031197,4374.741933,3.900000095,4374.799805,220,37.8,303,0,0,0
3/6/20,25.62,3.811197858,4374.711004,3.85711809,4374.756881,219,32.3,292,0,0,0
3/7/20,25.88,3.815538132,4374.715373,3.854166696,4374.753927,218,32.1,293,0,0,0
3/8/20,26.32,3.844565148,4374.744439,4.062318699,4374.962282,238,31,309,0,0,0
3/9/20,22.19,4.217534656,4375.117505,4.296874907,4375.196872,368,32.4,465,0,0,0
3/10/20,22.34,4.501805495,4375.40177,4.825000077,4375.724823,461,34.7,578,0,0,0
3/11/20,17.68,4.758888803,4375.658879,5.227604311,4376.127358,572,38.1,659,0,0,0
3/12/20,22.02,4.954548475,4375.854591,5.236979117,4376.136932,656,39.6,713,0,0,0
3/13/20,21.55,4.941614458,4375.841645,5.366666622,4376.266615,654,39.1,710,0,0,0
3/14/20,19.78,5.008611078,4375.908547,5.376736229,4376.276518,674,36.6,731,0,0,0
3/15/20,18.98,5.080295146,4375.98019,5.283159849,4376.182933,694,42.4,752,0.03,0,0
3/16/20,20.00,5.062673618,4375.962569,5.342187473,4376.242117,688,41.8,746,0.23,2.6,0
3/17/20,22.32,5.143524213,4376.043521,5.136979036,4376.037015,677,69,770,0.09,1.9,3.9
3/18/20,19.53,4.982604067,4375.882608,5.00190972,4375.901814,624,59.7,718,0.24,2.7,0
3/19/20,19.39,4.875937429,4375.775913,4.900000095,4375.799805,578,61.9,686,0,0,1.2
3/20/20,18.88,4.837291661,4375.7372,4.835069602,4375.734811,580,51.9,675,0,0,0
3/21/20,18.26,4.816753493,4375.716634,4.787500143,4375.687256,580,46.1,668,0,0,0
3/22/20,18.55,4.78875002,4375.688632,4.765104224,4375.664948,570,44.4,660,0,0,0
3/23/20,18.60,4.800555556,4375.700457,4.774652872,4375.674459,589,44.3,666,0,0,0
3/24/20,18.46,4.996527743,4375.896466,4.813541662,4375.713448,661,40.5,722,0.02,0,0
3/25/20,19.28,5.026545118,4375.926469,4.947048662,4375.846899,665,41.7,730,0.01,0,0
3/26/20,19.46,4.98254132,4375.882563,4.903683333,4375.803492,645,43.1,718,0.02,0.2,0
3/27/20,19.30,4.95173598,4375.851773,4.910416752,4375.810232,639,42.3,709,0,0,0
3/28/20,18.47,4.923298496,4375.823318,4.863020964,4375.762789,621,41.5,702,0,0,0
3/29/20,17.90,4.916683902,4375.816715,4.900000095,4375.799805,618,42.7,700,0,0,0
3/30/20,19.33,4.841545097,4375.741491,4.900000095,4375.799805,588,46.1,678,0,0,0
3/31/20,18.56,4.84517363,4375.745056,4.900000095,4375.799805,602,47,683,0,0,0
4/1/20,20.87,4.933819335,4375.833834,5.143055709,4376.042801,638,46.4,710,0,0,0
4/2/20,25.17,4.841788116,4375.741771,5.23628467,4376.136241,588,42.7,680,0,0,0
4/3/20,24.04,4.676284603,4375.576309,5.262847271,4376.162699,535,41.9,633,0,0,0
4/4/20,24.70,4.732829801,4375.632794,5.300000191,4376.199707,556,37.9,653,0,0,0
4/5/20,23.89,4.842465292,4375.742353,5.363020964,4376.262789,611,36.4,691,0.01,0,0
4/6/20,25.29,5.086874963,4375.986816,5.400000095,4376.299805,672,46.1,761,0.15,1.3,0
4/7/20,25.57,5.122274228,4376.022256,5.771875036,4376.67174,672,58.5,774,0.21,0,0
4/8/20,24.69,5.057638837,4375.957594,5.513888773,4376.41391,662,48.2,754,0,0,0
4/9/20,23.95,5.061211562,4375.961126,5.199999809,4376.100098,683,39.3,759,0.01,0,0
4/10/20,23.97,5.060520832,4375.960425,5.13593737,4376.035973,683,40.1,759,0,0,0
4/11/20,24.03,5.12784715,4376.027824,5.166492897,4376.066558,720,38.5,782,0,0,0
4/12/20,23.95,5.183402743,4376.083341,5.209374922,4376.109357,734,38.5,799,0,0,0
4/13/20,24.84,5.203472141,4376.103458,5.099999905,4376,742,37.4,806,0,0,0
4/14/20,24.77,5.179097131,4376.079093,5.222569524,4376.12239,743,35.4,801,0,0,0
4/15/20,24.10,5.261406171,4376.16139,5.217187492,4376.117098,774,33.8,826,0,0,0
4/16/20,24.10,5.398506888,4376.298467,5.28767362,4376.187567,829,34.8,874,0,0,0
4/17/20,24.13,5.066979116,4375.966933,5.340104319,4376.23985,805,35.7,861,0,0,0
4/18/20,24.07,5.345052041,4376.244998,5.410590363,4376.310405,802,32.7,855,0,0,0
4/19/20,24.09,5.28861107,4376.188555,5.339062653,4376.238808,777,34.1,839,0,0,0
4/20/20,25.06,5.250468644,4376.15048,5.544444402,4376.44439,773,30.2,830,0,0,0
4/21/20,24.60,5.378576306,4376.278564,5.884374926,4376.784353,816,35.4,870,0,0,0
4/22/20,23.74,5.375190898,4376.275169,6.063367995,4376.963332,826,28.9,870,0,0,0
4/23/20,24.25,5.483350647,4376.383302,6.051041618,4376.950994,860,31.4,911,0,0,0
4/24/20,24.43,5.507361044,4376.407333,6.018576351,4376.918517,858,34.5,916,0,0,0
4/25/20,23.14,5.474218697,4376.374175,6.061458275,4376.961421,848,37.9,909,0,0,0
4/26/20,24.92,5.490018021,4376.389984,6.034719678,4376.934656,838,43.5,913,0,0,0
4/27/20,24.60,5.514357554,4376.414347,5.936805616,4376.836646,857,45.7,926,0,0,0
4/28/20,23.98,5.606249928,4376.506226,6.033333302,4376.933268,898,46.3,959,0,0,0
4/29/20,23.73,5.909322879,4376.809264,6.166145675,4377.06621,1040,50,1080,0,0,0
4/30/20,23.29,6.195677058,4377.095606,6.513367865,4377.413466,1190,52.3,1240,0,0,0
5/1/20,23.73,6.326319397,4377.22627,6.500347222,4377.40025,1180,53.6,1230,0,0,0
5/2/20,23.98,6.143124936,4377.043093,6.165104198,4377.064974,1110,49.5,1170,0,0,0
5/3/20,24.68,6.167152732,4377.067102,6.128124924,4377.028105,1110,48.6,1170,0,0,0
5/4/20,24.97,5.989218694,4376.889178,6.261458377,4377.161316,1020,49.4,1100,0,0,0
5/5/20,24.48,5.866614564,4376.766537,6.361458465,4377.261225,959,61.3,1060,0,0,0
5/6/20,24.32,5.946579811,4376.846533,6.522916645,4377.422841,982,67.4,1090,0,0,0
5/7/20,24.90,5.845902723,4376.745861,6.53854163,4377.438482,947,59.4,1050,0,0,0
5/8/20,24.04,5.850868034,4376.750793,6.629166543,4377.529195,952,61.2,1060,0,0,0
5/9/20,24.48,5.894027704,4376.794005,6.450000048,4377.349854,973,56.5,1070,0,0,0
5/10/20,24.38,5.97189232,4376.871836,6.234722164,4377.134684,1010,55.8,1100,0,0,0
5/11/20,24.23,6.103437491,4377.003349,6.326388879,4377.226301,1060,57.7,1150,0,0,0
5/12/20,24.99,5.924963696,4376.82494,6.221195634,4377.121117,982,55.8,1080,0.01,0,0
5/13/20,24.30,5.800590278,4376.700493,6.161458179,4377.061518,934,55.5,1040,0,0,0
5/14/20,24.60,5.803333345,4376.703223,6.45763876,4377.357674,936,54.1,1040,0,0,0
5/15/20,25.40,5.813350629,4376.71332,6.599999905,4377.5,922,58.6,1040,0,0,0
5/16/20,24.58,5.732847123,4376.632851,6.599999905,4377.5,895,57,1010,0,0,0
5/17/20,24.47,5.815347166,4376.715307,6.407291755,4377.307103,944,54.4,1050,0,0,0
5/18/20,25.75,7.026249947,4377.926207,6.802604247,4377.702424,1600,58.6,1600,0,0,0
5/19/20,25.46,6.438906163,4377.338898,6.512847286,4377.412684,1190,59.3,1260,0.01,0,0
5/20/20,24.65,5.899288076,4376.799311,6.199999809,4377.100098,1020,55.9,1070,0.03,0,0
5/21/20,25.87,5.749739529,4376.649697,6.134548483,4377.034582,966,54.1,1020,0,0,0
5/22/20,24.64,5.781458322,4376.681373,6.099999905,4377,985,51.1,1030,0,0,0
5/23/20,24.29,5.798906261,4376.698797,6.161284568,4377.061345,982,52.2,1040,0,0,0
5/24/20,24.76,5.798854141,4376.698783,6.199999809,4377.100098,978,54.3,1040,0,0,0
5/25/20,23.82,5.863975655,4376.763919,6.199999809,4377.100098,1010,53.3,1060,0,0,0
5/26/20,25.43,5.847617343,4376.74757,6.1395832,4377.039622,1010,50.6,1050,0,0,0
5/27/20,24.14,5.849982571,4376.749954,5.930382011,4376.830216,1010,53.5,1060,0,0,0
5/28/20,24.76,5.837517296,4376.737486,5.865798739,4376.76557,1000,56,1050,0,0,0
5/29/20,24.30,5.89177975,4376.79175,5.96036701,4376.860231,1030,52.7,1080,0,0,0
5/30/20,23.99,5.935190909,4376.835158,5.978298632,4376.87818,1050,53.3,1090,0,0,0
5/31/20,24.35,5.933645748,4376.833636,5.854166708,4376.754027,1040,54.9,1090,0,0,0
6/1/20,25.02,5.942204768,4376.842203,5.83489582,4376.734812,1050,52,1090,0,0,0
6/2/20,25.01,5.807083258,4376.707063,5.730902837,4376.630744,981,47.5,1040,0,0,0
6/3/20,25.41,5.724513849,4376.624457,5.690972168,4376.59093,960,44.9,1010,0,0,0
6/4/20,24.97,5.695364529,4376.595323,5.683680461,4376.58368,947,45.3,997,0,0,0
6/5/20,24.73,5.616024252,4376.515981,5.610416561,4376.510427,906,46.6,968,0,0,0
6/6/20,25.69,5.542413191,4376.442319,5.599999905,4376.5,882,46.6,945,0.01,0,0
6/7/20,25.88,5.486770739,4376.38677,5.490972231,4376.390866,849,44.4,923,0.03,0,0
6/8/20,26.60,5.417395718,4376.317416,5.329513893,4376.229412,811,46.1,896,0,0,0
6/9/20,26.57,5.202031169,4376.102017,5.179166496,4376.079244,730,48.2,826,0,0,0
6/10/20,25.25,5.176163077,4376.076185,5.131944319,4376.031976,729,47,821,0,0,0
6/11/20,26.14,5.166614489,4376.066613,5.143749863,4376.043793,727,44.5,817,0,0,0
6/12/20,25.59,5.125312456,4376.02526,5.066840214,4375.966808,714,40.2,803,0,0,0
6/13/20,25.16,5.165260369,4376.065212,5.106076404,4376.005964,733,39.5,818,0,0,0
6/14/20,25.73,5.124114547,4376.024054,5.064583272,4375.964549,713,40.3,805,0,0,0
6/15/20,26.38,5.182123964,4376.082125,5.127067548,4376.027094,739,38,823,0,0,0
6/16/20,25.68,5.083090271,4375.983,5.099999905,4376,697,38.4,790,0,0,0
6/17/20,25.58,5.075607633,4375.975516,5.034548578,4375.934485,676,45,787,0,0,0
6/18/20,26.02,5.020360328,4375.920296,5,4375.899902,670,41.3,771,0,0,0
6/19/20,25.54,4.959531092,4375.859595,4.935416728,4375.835256,645,39.7,750,0,0,0
6/20/20,25.39,4.926163092,4375.82617,4.923263962,4375.823091,641,37,742,0,0,0
6/21/20,25.38,4.984079784,4375.884061,4.92291674,4375.822744,658,37.3,759,0,0,0
6/22/20,25.06,4.928055454,4375.828062,4.900000095,4375.799805,634,34.3,738,0,0,0
6/23/20,26.33,4.813127258,4375.713045,4.900000095,4375.799805,614,30.9,707,0,0,0
6/24/20,24.92,4.812100686,4375.712012,4.867534849,4375.767308,602,31.7,702,0.02,0,0
6/25/20,25.43,4.727256831,4375.627275,4.79305572,4375.69279,566,33.4,678,0,0,0
6/26/20,25.18,4.675763795,4375.575762,4.73333327,4375.633301,553,34.4,664,0,0,0
6/27/20,25.11,4.666996403,4375.567027,4.699999809,4375.600098,551,33.3,659,0,0,0
6/28/20,24.90,4.666927034,4375.56688,4.699999809,4375.600098,555,30.6,660,0.03,0,0
6/29/20,26.93,4.677673525,4375.577664,4.699999809,4375.600098,551,31.4,662,0,0,0
6/30/20,26.11,4.552586775,4375.452521,4.5697916,4375.469762,503,31.5,619,0,0,0
7/1/20,25.15,4.486961686,4375.386987,4.5,4375.399902,483,31,599,0,0,0
7/2/20,25.88,4.440538079,4375.340558,4.439930613,4375.339774,468,29,584,0,0,0
7/3/20,24.83,4.375746492,4375.275686,4.375520952,4375.275302,447,27.2,562,0,0,0
7/4/20,25.13,4.335677047,4375.235617,4.300000191,4375.199707,434,26.2,547,0,0,0
7/5/20,24.99,4.333654935,4375.233594,4.300000191,4375.199707,432,27,544,0,0,0
7/6/20,25.86,4.339045085,4375.239003,4.300000191,4375.199707,436,24.5,546,0,0,0
7/7/20,25.95,4.241527735,4375.141474,4.235590223,4375.135549,408,21.7,510,0,0,0
7/8/20,25.48,4.266249999,4375.166153,4.199999809,4375.100098,415,21.4,518,0,0,0
7/9/20,25.10,4.246145784,4375.146099,4.199999809,4375.100098,414,20,509,0,0,0
7/10/20,25.41,4.224444318,4375.124476,4.265798671,4375.165639,406,23.9,501,0,0,0
7/11/20,24.73,4.227951257,4375.127989,4.277604356,4375.177312,405,26,503,0,0,0
7/12/20,25.46,4.228888757,4375.128927,4.232638823,4375.132609,407,22,501,0,0,0
7/13/20,25.83,4.256111039,4375.156087,4.227256858,4375.127248,418,19.9,510,0,0,0
7/14/20,25.42,4.194236001,4375.094251,4.199999809,4375.100098,398,19.2,486,0,0,0
7/15/20,25.23,4.202013741,4375.102068,4.199999809,4375.100098,396,22.1,489,0,0,0
7/16/20,24.92,4.197204764,4375.097207,4.199999809,4375.100098,392,26.4,487,0,0,0
7/17/20,25.50,4.212534641,4375.11252,4.199999809,4375.100098,389,31.2,490,0,0,0
7/18/20,24.91,4.154149228,4375.054131,4.199999809,4375.100098,375,29.8,463,0,0,0
7/19/20,24.99,4.202476699,4375.102462,4.199999809,4375.100098,388,27.3,477,0,0,0
7/20/20,26.31,4.202551997,4375.102543,4.264409777,4375.164256,391,26.4,481,0,0,0
7/21/20,25.21,4.099392319,4374.999338,4.234548552,4375.134511,364,20,435,0,0,0
7/22/20,25.26,4.098940951,4374.998865,4.199999809,4375.100098,367,22.1,438,0.11,0,0
7/23/20,25.70,4.127482616,4375.027408,4.104513789,4375.004518,360,29.1,443,0,0,0
7/24/20,25.52,4.05888893,4374.95875,4.099999905,4375,344,27.1,413,0.01,0,0
7/25/20,25.05,4.047430678,4374.947208,4.099999905,4375,341,27.5,410,0,0,0
7/26/20,26.56,4.076204538,4374.976114,4.099999905,4375,345,25.6,419,0.12,0,0
7/27/20,26.76,4.055104153,4374.955029,4.099999905,4375,340,24.3,410,0,0,0
7/28/20,25.59,3.998645889,4374.898543,4.037847186,4374.937787,328,19.8,386,0,0,0
7/29/20,25.56,3.950104214,4374.850064,4,4374.899902,309,19.9,363,0,0,0
7/30/20,25.89,3.949479215,4374.84944,4,4374.899902,309,20.3,363,0,0,0
7/31/20,25.80,3.951388935,4374.851371,4,4374.899902,307,21.9,363,0,0,0
8/1/20,25.17,3.964930614,4374.864862,4,4374.899902,310,21,370,0,0,0
8/2/20,25.58,3.99221085,4374.892138,4,4374.899902,316,23.4,379,0,0,0
8/3/20,27.70,4.026753503,4374.926675,4,4374.899902,330,22.3,399,0,0,0
8/4/20,26.39,4.011354176,4374.911326,4,4374.899902,324,17.4,387,0,0,0
8/5/20,25.40,3.972691008,4374.872658,4,4374.899902,320,16.1,375,0,0,0
8/6/20,25.53,3.979357678,4374.879342,4,4374.899902,320,15.3,378,0,0,0
8/7/20,25.06,3.972552117,4374.872529,4,4374.899902,316,16.1,376,0,0,0
8/8/20,26.23,4.006302125,4374.906225,4,4374.899902,317,19.8,390,0,0,0
8/9/20,25.53,4.040729197,4374.940608,4,4374.899902,331,19.9,406,0,0,0
8/10/20,26.91,4.087968756,4374.987865,4.062326329,4374.96229,354,20.4,430,0,0,0
8/11/20,25.70,4.040885411,4374.940813,4.035763855,4374.935701,334,20.3,402,0,0,0
8/12/20,25.56,3.999861126,4374.899793,4,4374.899902,319,22.9,387,0,0,0
8/13/20,25.98,4.006300927,4374.906227,4,4374.899902,324,21.3,392,0,0,0
8/14/20,25.61,4.013385447,4374.913289,4,4374.899902,321,23,394,0.02,0,0
8/15/20,25.75,3.98263891,4374.882632,3.933507008,4374.833344,310,22.1,381,0,0,0
8/16/20,25.63,3.976901789,4374.876884,3.993702777,4374.893599,308,20.3,375,0,0,0
8/17/20,27.82,4.066475694,4374.966387,4,4374.899902,346,18.5,423,0.02,0,0
8/18/20,26.54,3.966128512,4374.866105,3.93576395,4374.835604,298,27.2,371,0,0,0
8/19/20,25.59,3.928826688,4374.82876,3.900000095,4374.799805,296,24.5,361,0,0,0
8/20/20,25.69,3.945468802,4374.845462,3.900000095,4374.799805,296,28.4,367,0,0,0
8/21/20,26.38,3.913350777,4374.813274,3.900000095,4374.799805,281,30.7,354,0,0,0
8/22/20,25.26,3.912100768,4374.812046,3.833854167,4374.733594,284,29.8,356,0,0,0
8/23/20,26.51,3.941649361,4374.841616,3.816666643,4374.71639,288,29.6,367,0,0,0
8/24/20,27.87,4.07359371,4374.973593,3.927083316,4374.826914,329,38.8,434,0.09,0,0
8/25/20,26.02,3.954791722,4374.85474,3.932291731,4374.832128,289,33.5,369,0,0,0
8/26/20,25.90,3.881822918,4374.781767,3.900000095,4374.799805,271,29.6,343,0,0,0
8/27/20,25.99,3.880538216,4374.780444,3.900000095,4374.799805,271,28.1,342,0,0,0
8/28/20,26.15,3.847378399,4374.747277,3.900000095,4374.799805,255,27.7,327,0,0,0
8/29/20,25.47,3.819600628,4374.719481,3.900000095,4374.799805,247,26.8,320,0,0,0
8/30/20,27.03,3.903663182,4374.803636,3.900000095,4374.799805,276,27.3,354,0,0,0
8/31/20,27.67,3.931354225,4374.83133,3.900000095,4374.799805,284,26.8,364,0,0,0
9/1/20,25.23,3.82491315,4374.72485,3.835590281,4374.735332,248,25.9,319,0,0,0
9/2/20,25.63,3.79897565,4374.698815,3.866493103,4374.766265,245,26.6,313,0,0,0
9/3/20,25.87,3.852378407,4374.75229,3.900000095,4374.799805,259,27.5,332,0,0,0
9/4/20,25.96,3.807482584,4374.707386,3.834548613,4374.734289,243,27.6,315,0,0,0
9/5/20,25.80,3.806024252,4374.705911,3.799999952,4374.699707,236,28.1,314,0,0,0
9/6/20,25.60,3.847160401,4374.747012,3.893827247,4374.793626,249,26.8,325,0,0,0
9/7/20,26.88,3.928194493,4374.828156,3.900000095,4374.799805,279,27.8,366,0,0,0
9/8/20,27.33,3.832256881,4374.732165,3.83541667,4374.735158,245,27.3,322,0,0,0
9/9/20,26.54,3.828940924,4374.728784,3.799999952,4374.699707,253,26,326,0,0,0
