Date,North Influent Flow,Vista Guage Level (feet),Vista Gauge Elevation (feet),Vista Gauge Predicted Max Level (feet),Vista Gauge Predicted Max Elevation (feet),North Manhole Level (feet),Flow1 (cfs),Flow2 (cfs),Flow3 (cfs),PRCP (Inches),SNOW (Inches),SNWD (Inches)
6/16/19,15.68,4.309999943,4375.209961,4.300000191,4375.199707,3.57,1980,193,2310,0,0,0
6/17/19,15.60,4.309999943,4375.209961,4.300000191,4375.199707,3.45,2110,189,2400,0,0,0
6/18/19,15.46,4.309999943,4375.209961,4.300000191,4375.199707,4.92,2210,193,2480,0,0,0
6/19/19,15.32,4.309999943,4375.209961,4.300000191,4375.199707,4.75,2290,199,2550,0,0,0
6/20/19,15.34,4.309999943,4375.209961,4.300000191,4375.199707,4.73,2280,195,2550,0,0,0
6/21/19,15.62,4.309999943,4375.209961,4.300000191,4375.199707,4.75,2000,181,2300,0,0,0
6/22/19,17.66,4.309999943,4375.209961,4.300000191,4375.199707,4.57,1720,166,2000,0,0,0
6/23/19,15.81,4.309999943,4375.209961,4.300000191,4375.199707,3.57,1580,156,1820,0,0,0
6/24/19,15.45,4.309999943,4375.209961,4.300000191,4375.199707,3.98,1500,150,1700,0,0,0
6/25/19,15.18,4.309999943,4375.209961,4.300000191,4375.199707,3.25,1440,149,1650,0,0,0
6/26/19,15.07,4.309999943,4375.209961,4.300000191,4375.199707,3.17,1220,143,1420,0,0,0
6/27/19,14.94,4.309999943,4375.209961,4.300000191,4375.199707,3.15,1100,139,1290,0,0,0
6/28/19,14.91,4.309999943,4375.209961,4.300000191,4375.199707,3.14,913,128,1110,0,0,0
6/29/19,15.30,4.309999943,4375.209961,4.300000191,4375.199707,3.30,780,123,978,0,0,0
6/30/19,15.30,4.309999943,4375.209961,4.300000191,4375.199707,3.40,692,121,894,0,0,0
7/1/19,15.03,4.309999943,4375.209961,4.300000191,4375.199707,3.25,668,116,857,0,0,0
7/2/19,14.86,4.309999943,4375.209961,4.300000191,4375.199707,3.55,629,113,821,0,0,0
7/3/19,14.68,4.309999943,4375.209961,4.300000191,4375.199707,3.14,593,115,789,0,0,0
7/4/19,14.33,4.309999943,4375.209961,4.300000191,4375.199707,3.05,585,114,777,0,0,0
7/5/19,14.58,4.309999943,4375.209961,4.300000191,4375.199707,3.12,563,112,753,0,0,0
7/6/19,14.94,4.309999943,4375.209961,4.300000191,4375.199707,3.26,594,105,768,0,0,0
7/7/19,15.21,4.309999943,4375.209961,4.300000191,4375.199707,3.38,605,103,772,0,0,0
7/8/19,14.91,4.309999943,4375.209961,4.300000191,4375.199707,3.19,569,99.3,739,0,0,0
7/9/19,14.67,4.309999943,4375.209961,4.300000191,4375.199707,3.10,487,95.1,668,0,0,0
7/10/19,14.68,4.309999943,4375.209961,4.300000191,4375.199707,3.11,451,93.2,627,0,0,0
7/11/19,14.68,4.309999943,4375.209961,4.300000191,4375.199707,3.09,450,91.7,620,0,0,0
7/12/19,14.61,4.446336727,4375.346319,4.486979342,4375.386702,3.07,456,90.4,620,0,0,0
7/13/19,14.72,4.635954784,4375.535936,4.732465211,4375.632436,3.18,446,89.7,612,0,0,0
7/14/19,14.92,4.619270774,4375.519234,4.692187317,4375.592278,3.26,449,86.7,605,0,0,0
7/15/19,14.67,4.580173603,4375.480085,4.660242903,4375.560302,3.10,446,78.4,589,0,0,0
7/16/19,14.52,4.503611064,4375.403562,4.634374872,4375.534409,3.02,428,69.4,561,0,0,0
7/17/19,14.64,4.492465221,4375.392426,4.664583176,4375.564646,3.06,425,68.6,557,0,0,0
7/18/19,14.60,4.459808917,4375.359825,4.573611041,4375.473585,3.06,421,69.3,543,0,0,0
7/19/19,14.68,4.495590198,4375.395575,4.684375117,4375.584157,3.07,433,71.3,554,0,0,0
7/20/19,14.83,4.536423608,4375.436329,4.675694457,4375.575584,3.20,443,76,569,0,0,0
7/21/19,15.16,4.510555537,4375.410477,4.599999905,4375.5,3.35,438,74.9,557,0,0,0
7/22/19,15.01,4.560034707,4375.459952,4.667187341,4375.567253,3.27,456,74.4,571,0,0,0
7/23/19,14.72,4.435624877,4375.335654,4.616840166,4375.516857,3.15,410,70.8,521,0,0,0
7/24/19,14.63,4.372708263,4375.272682,4.5114583,4375.411395,3.11,404,66.2,502,0,0,0
7/25/19,14.87,4.393906232,4375.293827,4.563888828,4375.463854,3.22,410,67.9,520,0.11,0,0
7/26/19,15.10,4.618715212,4375.518685,4.6046874,4375.504692,3.33,463,97,599,0.14,0,0
7/27/19,14.91,4.644617972,4375.544606,4.690972336,4375.590758,3.31,459,101,605,0,0,0
7/28/19,15.12,4.644374927,4375.544352,4.840277887,4375.740068,3.41,491,81.1,606,0,0,0
7/29/19,14.94,4.597829849,4375.497744,4.73333327,4375.633301,3.29,482,72.9,590,0,0,0
7/30/19,15.83,4.441201314,4375.341272,4.699999809,4375.600098,4.15,444,73.6,548,0,0,0
7/31/19,15.10,4.429999828,4375.330078,4.699999809,4375.600098,3.49,448,71,551,0,0,0
8/1/19,14.89,4.429999828,4375.330078,4.699999809,4375.600098,3.36,457,65.5,554,0,0,0
8/2/19,14.69,4.429999828,4375.330078,4.699999809,4375.600098,3.13,470,58.7,558,0,0,0
8/3/19,14.85,4.429999828,4375.330078,4.699999809,4375.600098,3.27,474,58.2,568,0,0,0
8/4/19,15.02,4.429999828,4375.330078,4.699999809,4375.600098,3.37,480,59.5,572,0,0,0
8/5/19,14.65,4.429999828,4375.330078,4.699999809,4375.600098,3.12,501,50.5,581,0,0,0
8/6/19,14.41,4.429999828,4375.330078,4.699999809,4375.600098,3.05,483,46.9,564,0,0,0
8/7/19,14.64,4.429999828,4375.330078,4.699999809,4375.600098,3.08,471,49.4,559,0,0,0
8/8/19,14.76,4.429999828,4375.330078,4.699999809,4375.600098,3.13,476,50,564,0,0,0
8/9/19,15.01,4.429999828,4375.330078,4.699999809,4375.600098,3.20,474,54.9,563,0,0,0
8/10/19,15.13,4.429999828,4375.330078,4.699999809,4375.600098,3.28,485,67.2,591,0,0,0
8/11/19,15.40,4.429999828,4375.330078,4.699999809,4375.600098,3.49,494,63.7,599,0,0,0
8/12/19,14.77,4.429999828,4375.330078,4.699999809,4375.600098,3.17,476,59.2,576,0,0,0
8/13/19,14.36,4.429999828,4375.330078,4.699999809,4375.600098,3.05,461,56.3,553,0,0,0
8/14/19,14.10,4.429999828,4375.330078,4.699999809,4375.600098,2.96,448,58.8,543,0,0,0
8/15/19,14.17,4.429999828,4375.330078,4.699999809,4375.600098,2.97,443,60.3,538,0,0,0
8/16/19,14.00,4.429999828,4375.330078,4.699999809,4375.600098,2.90,442,57,533,0,0,0
8/17/19,14.54,4.429999828,4375.330078,4.699999809,4375.600098,3.15,439,54.7,534,0,0,0
8/18/19,14.96,4.429999828,4375.330078,4.699999809,4375.600098,3.32,457,56.3,549,0,0,0
8/19/19,14.63,4.429999828,4375.330078,4.699999809,4375.600098,3.10,478,57.6,577,0,0,0
8/20/19,14.25,4.429999828,4375.330078,4.699999809,4375.600098,2.97,470,59,571,0,0,0
8/21/19,14.34,4.429999828,4375.330078,4.699999809,4375.600098,3.01,440,58.9,538,0,0,0
8/22/19,14.62,4.429999828,4375.330078,4.699999809,4375.600098,3.08,446,59.4,541,0,0,0
8/23/19,14.60,4.437586632,4375.337667,4.62673599,4375.526762,3.05,460,59.6,548,0,0,0
8/24/19,14.79,4.473992911,4375.374044,4.5,4375.399902,3.23,457,57.9,551,0,0,0
8/25/19,15.28,4.419270724,4375.319285,4.435416728,4375.335256,3.45,446,53.5,531,0,0,0
8/26/19,14.80,4.504131877,4375.404104,4.465451422,4375.36532,3.21,479,51.5,564,0,0,0
8/27/19,14.27,4.494288146,4375.39424,4.5,4375.399902,3.03,472,49.2,556,0,0,0
8/28/19,14.19,4.42803808,4375.328058,4.450000048,4375.349854,3.01,448,50.4,533,0,0,0
8/29/19,14.27,4.354878431,4375.254823,4.400000095,4375.299805,3.02,429,46.3,505,0,0,0
8/30/19,14.26,4.302899279,4375.202829,4.400000095,4375.299805,2.99,433,45.2,504,0,0,0
8/31/19,14.59,4.212899321,4375.112786,4.400000095,4375.299805,3.15,407,50,488,0,0,0
9/1/19,14.42,4.28345487,4375.183348,4.336458489,4375.236201,3.10,386,52.6,471,0,0,0
9/2/19,15.33,4.218940813,4375.119007,4.237673564,4375.137624,3.48,362,52.4,439,0,0,0
9/3/19,14.71,4.141215184,4375.041213,4.135763759,4375.035799,3.22,334,51.5,405,0,0,0
9/4/19,14.64,4.083072911,4374.982981,4.099999905,4375,3.12,321,53.8,386,0.05,0,0
9/5/19,14.52,4.199687378,4375.099714,4.234027874,4375.133831,3.21,330,72.6,432,0,0,0
9/6/19,14.63,4.14102421,4375.041025,4.136631816,4375.036666,3.07,322,62.1,406,0,0,0
9/7/19,14.94,4.107590131,4375.007495,4.099999905,4375,3.22,318,59.4,394,0,0,0
9/8/19,15.41,4.11682285,4375.016793,4.099999905,4375,3.41,320,55.4,398,0,0,0
9/9/19,15.01,4.1591666,4375.059137,4.100520737,4375.000521,3.18,343,55.3,420,0,0,0
9/10/19,14.77,4.189131819,4375.089163,4.021354014,4374.921413,3.09,347,55.6,431,0,0,0
9/11/19,14.76,4.169774214,4375.069771,4.199999809,4375.100098,3.11,330,61.9,423,0,0,0
9/12/19,14.68,4.12954854,4375.029524,4.333680556,4375.233582,3.05,320,59.6,403,0,0,0
9/13/19,14.52,4.090798588,4374.990724,4.400000095,4375.299805,3.02,312,58.1,389,0,0,0
9/14/19,14.89,4.122326375,4375.022243,4.338715432,4375.23846,3.23,328,56.4,404,0,0,0
9/15/19,15.44,4.120850636,4375.020813,4.497395836,4375.397296,3.44,326,51.6,404,0,0,0
9/16/19,15.18,4.260086713,4375.160084,4.599999905,4375.5,3.25,387,52.3,470,0.01,0,0
9/17/19,14.75,4.350920094,4375.250869,4.421354242,4375.32118,3.14,405,58,506,0,0,0
9/18/19,14.66,4.181770736,4375.081773,4.300000191,4375.199707,3.02,334,62,428,0,0,0
9/19/19,14.77,4.211805509,4375.111755,4.236458282,4375.136414,3.05,352,64,448,0.01,0,0
9/20/19,14.59,4.266805511,4375.166753,4.199999809,4375.100098,2.96,362,65.3,472,0,0,0
9/21/19,15.08,4.209617911,4375.109668,4.199999809,4375.100098,3.25,337,67.1,442,0,0,0
9/22/19,15.56,4.196249894,4375.096261,4.26562506,4375.165466,3.51,331,64.9,436,0,0,0
9/23/19,14.87,4.272222219,4375.172128,4.300000191,4375.199707,3.16,370,59.7,477,0,0,0
9/24/19,14.57,4.279236056,4375.179195,4.300000191,4375.199707,3.05,381,57.1,479,0,0,0
9/25/19,14.54,4.227234697,4375.127225,4.300000191,4375.199707,3.03,354,58.6,455,0,0,0
9/26/19,14.48,4.202951266,4375.10298,4.364757073,4375.264527,3.03,353,57.3,445,0,0,0
9/27/19,14.57,4.185937367,4375.085976,4.466840309,4375.36671,3.04,344,56.1,438,0,0,0
9/28/19,15.22,4.215357731,4375.115329,4.377573646,4375.277356,3.34,349,60.6,455,0.22,0,0
9/29/19,15.56,4.376076342,4375.276026,4.300000191,4375.199707,3.44,382,72.9,521,0,0,0
9/30/19,14.98,4.349357612,4375.249287,4.319965449,4375.219692,3.09,391,62.4,513,0,0,0
10/1/19,14.74,4.285329829,4375.185265,4.300000191,4375.199707,2.99,377,54,485,0,0,0
10/2/19,14.70,4.211944332,4375.111962,4.231597152,4375.131571,2.98,348,57.9,454,0,0,0
10/3/19,14.64,4.218263778,4375.118279,4.199999809,4375.100098,3.09,360,53.9,457,0,0,0
10/4/19,14.33,4.163506843,4375.063513,4.199999809,4375.100098,2.89,343,51.2,433,0,0,0
10/5/19,14.74,4.15593744,4375.055901,4.199999809,4375.100098,3.19,343,54.1,434,0,0,0
10/6/19,14.78,4.272986126,4375.172874,4.213715139,4375.113759,3.29,375,56,486,0,0,0
10/7/19,14.20,4.258159697,4375.158088,4.199999809,4375.100098,3.02,378,52.1,480,0,0,0
10/8/19,14.30,4.154253387,4375.054243,4.175694277,4375.075768,2.96,338,51.2,429,0,0,0
10/9/19,14.37,4.12972233,4375.029514,4.100520737,4375.000521,2.95,324,59.8,423,0,0,0
10/10/19,14.47,4.130000114,4375.029785,4.099999905,4375,2.95,332,52.9,430,0,0,0
10/11/19,14.51,4.130000114,4375.029785,4.099999905,4375,2.93,336,51.8,432,0,0,0
10/12/19,14.81,4.130000114,4375.029785,4.099999905,4375,3.11,328,51.5,421,0,0,0
10/13/19,15.35,4.130000114,4375.029785,4.099999905,4375,3.38,327,53.2,423,0,0,0
10/14/19,14.59,4.130000114,4375.029785,4.099999905,4375,3.07,335,50.4,429,0,0,0
10/15/19,14.41,4.130000114,4375.029785,4.099999905,4375,2.97,329,44.2,406,0,0,0
10/16/19,14.37,4.130000114,4375.029785,4.099999905,4375,2.97,315,41,389,0,0,0
10/17/19,14.23,4.130000114,4375.029785,4.099999905,4375,2.98,310,40,381,0,0,0
10/18/19,14.26,4.130000114,4375.029785,4.099999905,4375,2.93,329,40.5,400,0,0,0
10/19/19,14.21,4.130000114,4375.029785,4.099999905,4375,3.26,350,41.8,430,0,0,0
10/20/19,14.89,4.130000114,4375.029785,4.099999905,4375,3.50,353,37.9,431,0,0,0
10/21/19,14.15,4.130000114,4375.029785,4.099999905,4375,3.10,345,37.5,424,0,0,0
10/22/19,14.30,4.130000114,4375.029785,4.099999905,4375,3.03,348,29.4,411,0,0,0
10/23/19,14.77,4.130000114,4375.029785,4.099999905,4375,3.04,349,27.3,408,0,0,0
10/24/19,14.45,4.130000114,4375.029785,4.099999905,4375,2.93,348,28.2,406,0,0,0
10/25/19,14.71,4.130000114,4375.029785,4.099999905,4375,3.06,347,29.6,409,0,0,0
10/26/19,15.09,4.130000114,4375.029785,4.099999905,4375,3.26,359,36.8,431,0,0,0
10/27/19,15.85,4.130000114,4375.029785,4.099999905,4375,3.51,373,37.2,460,0,0,0
10/28/19,15.23,4.130000114,4375.029785,4.099999905,4375,3.12,377,34.5,461,0,0,0
10/29/19,14.92,4.130000114,4375.029785,4.099999905,4375,3.06,391,33.6,482,0,0,0
10/30/19,15.11,4.130000114,4375.029785,4.099999905,4375,3.12,373,37.5,463,0,0,0
10/31/19,14.89,4.130000114,4375.029785,4.099999905,4375,3.03,384,37,475,0,0,0
11/1/19,14.91,4.130000114,4375.029785,4.099999905,4375,3.03,376,39.8,468,0,0,0
11/2/19,15.46,4.130000114,4375.029785,4.099999905,4375,3.33,295,43.8,377,0,0,0
11/3/19,15.91,4.130000114,4375.029785,4.099999905,4375,3.56,290,44.2,373,0,0,0
11/4/19,15.18,4.130000114,4375.029785,4.099999905,4375,3.18,292,42.5,371,0,0,0
11/5/19,14.79,4.130000114,4375.029785,4.099999905,4375,3.07,288,39,356,0,0,0
11/6/19,14.86,4.130000114,4375.029785,4.099999905,4375,3.07,283,33.9,350,0,0,0
11/7/19,14.84,4.130000114,4375.029785,4.099999905,4375,3.07,270,34.5,334,0,0,0
11/8/19,14.64,4.130000114,4375.029785,4.099999905,4375,3.00,273,32.3,338,0,0,0
11/9/19,15.29,4.130000114,4375.029785,4.099999905,4375,3.32,274,35.5,337,0,0,0
11/10/19,15.55,4.130000114,4375.029785,4.099999905,4375,3.41,281,40.1,355,0,0,0
11/11/19,15.52,4.130000114,4375.029785,4.099999905,4375,3.37,281,38.5,356,0,0,0
11/12/19,14.85,4.130000114,4375.029785,4.099999905,4375,3.08,284,36.7,353,0,0,0
11/13/19,14.67,4.130000114,4375.029785,4.099999905,4375,3.02,278,37.4,350,0,0,0
11/14/19,14.47,4.130000114,4375.029785,4.099999905,4375,2.98,273,37.3,344,0,0,0
11/15/19,14.27,4.130000114,4375.029785,4.099999905,4375,2.89,277,33.4,342,0,0,0
11/16/19,14.89,4.130000114,4375.029785,4.099999905,4375,3.22,280,31.6,341,0,0,0
11/17/19,15.37,4.130000114,4375.029785,4.099999905,4375,3.42,283,32.9,351,0,0,0
11/18/19,14.68,4.130000114,4375.029785,4.099999905,4375,3.05,281,33,349,0,0,0
11/19/19,14.42,4.130000114,4375.029785,4.099999905,4375,2.93,277,34.8,342,0.1,0,0
11/20/19,14.85,4.130000114,4375.029785,4.099999905,4375,2.95,282,51.9,369,0.02,0,0
11/21/19,14.64,4.130000114,4375.029785,4.099999905,4375,2.92,277,48.5,362,0,0,0
11/22/19,14.41,4.130000114,4375.029785,4.099999905,4375,2.89,285,43,362,0,0,0
11/23/19,15.23,4.130000114,4375.029785,4.099999905,4375,3.30,285,43.4,365,0,0,0
11/24/19,15.67,4.130000114,4375.029785,4.099999905,4375,3.49,284,44.4,366,0,0,0
11/25/19,14.84,4.130000114,4375.029785,4.099999905,4375,3.06,281,43.6,359,0,0,0
11/26/19,14.83,4.130000114,4375.029785,4.099999905,4375,3.02,281,40.5,361,0.09,0,0
11/27/19,14.93,4.130000114,4375.029785,4.099999905,4375,3.12,300,47.2,384,0,0,0
11/28/19,15.13,4.130000114,4375.029785,4.099999905,4375,3.27,296,43.5,381,0.18,2.8,0
11/29/19,14.07,4.130000114,4375.029785,4.099999905,4375,2.84,298,45.6,383,0.01,0.2,3.1
11/30/19,14.76,4.130000114,4375.029785,4.099999905,4375,3.09,291,41.9,371,0,0,1.2
12/1/19,15.72,4.130000114,4375.029785,4.099999905,4375,3.57,318,60,439,0.56,1.5,1.2
12/2/19,15.29,4.130000114,4375.029785,4.099999905,4375,3.15,368,113,576,0.1,0,2
12/3/19,14.70,4.130000114,4375.029785,4.099999905,4375,2.96,343,80.5,497,0,0,0
12/4/19,14.77,4.130000114,4375.029785,4.099999905,4375,2.98,310,63.2,430,0.05,0.3,0
12/5/19,14.78,4.130000114,4375.029785,4.099999905,4375,2.94,288,55,388,0,0,0
12/6/19,14.69,4.130000114,4375.029785,4.099999905,4375,2.91,282,48.2,370,0.01,0,0
12/7/19,16.80,4.130000114,4375.029785,4.099999905,4375,3.97,393,79.6,521,0.76,0,0
12/8/19,17.03,4.130000114,4375.029785,4.099999905,4375,3.76,560,248,908,0.09,0,0
12/9/19,15.31,4.130000114,4375.029785,4.099999905,4375,3.16,396,91.5,581,0,0,0
12/10/19,14.99,4.130000114,4375.029785,4.099999905,4375,3.07,332,67.8,477,0,0,0
12/11/19,14.77,4.130000114,4375.029785,4.099999905,4375,3.00,307,59.6,425,0,0,0
12/12/19,14.64,4.130000114,4375.029785,4.099999905,4375,2.99,321,59.2,435,0,0,0
12/13/19,14.34,4.130000114,4375.029785,4.099999905,4375,2.82,414,59.3,550,0,0,0
12/14/19,15.24,4.130000114,4375.029785,4.099999905,4375,3.30,406,56.7,536,0.01,0,0
12/15/19,15.83,4.130000114,4375.029785,4.099999905,4375,3.76,361,54.1,503,0.05,0.8,1.2
12/16/19,15.12,4.130000114,4375.029785,4.099999905,4375,2.99,291,50.1,411,0,0,0
12/17/19,14.90,4.130000114,4375.029785,4.099999905,4375,2.94,292,45.8,395,0,0,0
12/18/19,14.92,4.130000114,4375.029785,4.099999905,4375,2.98,288,46.4,393,0,0,0
12/19/19,14.53,4.130000114,4375.029785,4.099999905,4375,2.81,290,47.5,393,0,0,0
12/20/19,15.09,4.130000114,4375.029785,4.099999905,4375,2.86,283,48.7,387,0,0,0
12/21/19,14.45,4.130000114,4375.029785,4.099999905,4375,3.16,280,48.8,387,0,0,0
12/22/19,14.72,4.130000114,4375.029785,4.099999905,4375,3.02,284,49.8,385,0,0,0
12/23/19,14.41,4.087743104,4374.987595,4.054340226,4374.954296,2.81,286,54.7,395,0.04,0,0
12/24/19,14.83,4.002118101,4374.902006,4,4374.899902,2.96,277,52.6,382,0,0,0
12/25/19,13.55,3.93307298,4374.833023,4,4374.899902,2.53,258,50,354,0,0,0
12/26/19,14.25,3.964322951,4374.864325,3.958333333,4374.858236,2.81,271,50.6,367,0,0,0
12/27/19,13.32,3.970400028,4374.870372,4.00428571,4374.904192,2.84,267,48.5,364,0,0,0
12/28/19,16.46,3.970400028,4374.870372,4.00428571,4374.904192,3.05,280,49.2,377,0,0,0
12/29/19,16.69,3.970400028,4374.870372,4.00428571,4374.904192,3.08,285,50.9,391,0.02,0,0
12/30/19,16.16,3.970400028,4374.870372,4.00428571,4374.904192,2.88,286,55.2,397,0,0,0
12/31/19,18.07,3.976609611,4374.876635,4,4374.899902,2.96,274,52.3,377,0,0,0
1/1/20,14.06,3.963211841,4374.863193,4,4374.899902,2.97,271,49.6,367,0,0,0
1/2/20,14.24,3.981857666,4374.881822,4,4374.899902,2.82,279,48.8,374,0,0,0
1/3/20,14.19,3.969583362,4374.869573,4,4374.899902,2.80,273,49.2,370,0,0,0
1/4/20,14.51,3.980746585,4374.880664,4,4374.899902,3.01,279,47.3,374,0,0,0
1/5/20,14.96,3.970121556,4374.870125,4,4374.899902,3.23,278,42.6,370,0,0,0
1/6/20,14.01,3.943541706,4374.843529,4,4374.899902,2.71,270,41.4,359,0,0,0
1/7/20,13.99,3.926561474,4374.826506,3.978245635,4374.878127,2.65,269,42.4,352,0,0,0
1/8/20,13.96,3.959652816,4374.859646,4,4374.899902,2.69,274,45,363,0,0,0
1/9/20,13.98,3.976440995,4374.876477,4,4374.899902,2.80,279,45,369,0,0,0
1/10/20,15.11,3.922482636,4374.822422,3.959027817,4374.85889,3.13,257,42.1,347,0,0,0
1/11/20,14.56,3.86236106,4374.762264,3.900000095,4374.799805,3.19,239,41.5,322,0,0,0
1/12/20,14.90,3.850017279,4374.749904,3.900000095,4374.799805,3.48,233,39.2,317,0,0,0
1/13/20,16.55,3.835555474,4374.735441,3.900000095,4374.799805,3.79,226,39.5,312,0,0,0
1/14/20,16.91,3.813020773,4374.712858,3.907291742,4374.807117,3.84,224,38.4,304,0,0,0
1/15/20,17.00,3.822065903,4374.721933,3.922048685,4374.821875,3.79,227,37.2,307,0,0,0
1/16/20,17.01,3.886458339,4374.786372,3.989409719,4374.889315,3.99,249,37.9,332,0.1,0.4,0
1/17/20,15.91,3.901562564,4374.801496,4.00729166,4374.907201,3.50,249,43.1,338,0,0,0
1/18/20,14.61,3.897447972,4374.797381,3.925000012,4374.82489,3.16,249,41.3,335,0,0,0
1/19/20,14.79,3.883541677,4374.783485,3.900000095,4374.799805,3.21,242,40.6,330,0,0,0
1/20/20,14.77,3.858541603,4374.758446,3.900000095,4374.799805,3.24,232,40.3,320,0,0,0
1/21/20,14.27,3.836927,4374.736776,3.93368054,4374.833518,2.72,227,40.3,312,0,0,0
1/22/20,12.40,3.832187422,4374.732053,4,4374.899902,2.30,228,38.8,310,0,0,0
1/23/20,12.55,3.845277687,4374.745092,4.061805497,4374.961768,2.29,232,38.5,314,0,0,0
1/24/20,12.28,3.848680474,4374.74861,4.165624842,4375.065689,2.21,232,38.4,316,0.02,0,0
1/25/20,12.91,3.857291602,4374.757187,4.137499869,4375.037537,2.65,235,38.8,319,0,0,0
1/26/20,13.11,3.846301995,4374.746195,3.974652802,4374.87453,2.73,231,38.4,315,0.01,0,0
1/27/20,12.64,3.971354211,4374.87131,3.962673647,4374.86254,2.32,275,37.5,365,0,0,0
1/28/20,12.44,3.900052164,4374.79996,3.900000095,4374.799805,2.25,246,37.2,336,0,0,0
1/29/20,12.48,3.864270773,4374.764229,3.96076392,4374.860635,2.24,230,37.3,320,0,0,0
1/30/20,12.30,3.826822851,4374.726667,4.027430529,4374.92736,2.17,221,37.5,307,0,0,0
1/31/20,12.31,3.83505202,4374.734942,4,4374.899902,2.14,226,34,310,0,0,0
2/1/20,12.77,3.837760333,4374.737666,4,4374.899902,2.56,227,34.1,310,0,0,0
2/2/20,13.15,3.844374912,4374.744247,3.93750006,4374.837341,2.71,226,35,313,0,0.3,0
2/3/20,12.83,3.839808942,4374.739655,3.878125063,4374.777908,2.36,224,34.8,311,0,0,0
2/4/20,12.75,3.772135396,4374.672052,3.812847247,4374.712677,2.33,210,31.5,287,0,0,0
2/5/20,12.63,3.837690936,4374.73759,3.799999952,4374.699707,2.26,233,31.7,311,0,0,0
2/6/20,12.60,3.849826341,4374.749767,3.839409731,4374.739155,2.27,236,34.2,314,0,0,0
2/7/20,12.46,3.829062425,4374.728948,3.900000095,4374.799805,2.21,227,37.2,307,0,0,0
2/8/20,12.86,3.822447848,4374.722323,3.900000095,4374.799805,2.60,225,36,304,0,0,0
2/9/20,13.30,3.827447843,4374.72737,3.836805561,4374.736549,2.72,226,34.1,306,0,0,0
2/10/20,12.98,3.816212362,4374.716073,3.799999952,4374.699707,2.37,227,31.7,302,0,0,0
2/11/20,12.57,3.828906175,4374.728724,3.842881958,4374.742631,2.25,234,32.2,307,0,0,0
2/12/20,12.46,3.824340207,4374.724223,3.897222314,4374.797024,2.22,230,31.8,306,0,0,0
2/13/20,12.55,3.816510353,4374.716356,3.837326395,4374.73707,2.25,230,33.3,305,0,0,0
2/14/20,12.44,3.810538137,4374.710308,3.799999952,4374.699707,2.26,224,34.9,303,0,0,0
2/15/20,12.91,3.813749939,4374.71354,3.799999952,4374.699707,2.58,226,35.7,303,0,0,0
2/16/20,12.96,3.82390618,4374.723722,3.799999952,4374.699707,2.64,225,35.8,306,0,0,0
2/17/20,13.25,3.81249994,4374.712344,3.799999952,4374.699707,2.66,222,35.7,302,0,0,0
2/18/20,12.75,3.800902729,4374.700727,3.799999952,4374.699707,2.35,217,35.7,297,0,0,0
2/19/20,12.61,3.803333282,4374.703209,3.843055569,4374.742805,2.41,222,35.2,297,0,0,0
2/20/20,12.43,3.798263843,4374.698082,3.835069447,4374.734811,2.29,221,34.7,295,0,0,0
2/21/20,12.39,3.78631941,4374.686112,3.799999952,4374.699707,2.19,213,35.4,290,0,0,0
2/22/20,12.95,3.787933992,4374.68779,3.799999952,4374.699707,2.63,212,35.6,290,0,0,0
2/23/20,13.32,3.788437463,4374.688237,3.799999952,4374.699707,2.79,214,35.3,290,0,0,0
2/24/20,12.49,3.801718701,4374.701555,3.864756989,4374.764527,2.29,217,33.6,294,0,0,0
2/25/20,12.42,3.779045111,4374.678864,3.900000095,4374.799805,2.38,214,34.4,286,0,0,0
2/26/20,12.28,3.779843722,4374.679677,3.941145889,4374.840991,2.44,215,35.2,285,0,0,0
2/27/20,12.34,3.785260383,4374.685063,3.935243117,4374.835082,2.33,216,34.6,287,0,0,0
2/28/20,12.27,3.813194384,4374.71304,3.941493111,4374.841338,2.36,220,36.1,295,0,0,0
2/29/20,12.91,3.796961761,4374.696763,3.995833337,4374.895732,2.59,211,35,290,0.04,0.5,0
3/1/20,13.58,3.856788203,4374.756668,3.963888923,4374.863756,2.87,227,42.4,312,0.15,2.1,2
3/2/20,12.89,3.855156221,4374.755007,3.934895895,4374.834735,2.51,220,43.8,310,0,0,0
3/3/20,12.57,3.840954784,4374.740846,3.921354222,4374.8212,2.40,221,40,304,0,0,0
3/4/20,12.43,3.849479081,4374.749381,3.931076455,4374.830911,2.44,224,38.3,306,0,0,0
3/5/20,12.33,3.842031197,4374.741933,3.900000095,4374.799805,2.32,220,37.8,303,0,0,0
3/6/20,12.17,3.811197858,4374.711004,3.85711809,4374.756881,2.24,219,32.3,292,0,0,0
